"suburb","pop_density","year"
"Windsor",4805.21,1975
"Wollert",3.47,1975
"Wonga Park",160.58,1975
"Wonthaggi",51.16,1975
"Woodend",48.64,1975
"Woodend North",6.84,1975
"Woodleigh",3.56,1975
"Woodstock",2.45,1975
"Woolamai",3.06,1975
"Wooreen",3.56,1975
"Woori Yallock",114.02,1975
"Wurdiboluc",3.49,1975
"Wyndham Vale",52.33,1975
"Yallambie",1226.3,1975
"Yan Yean",4.7,1975
"Yandoit",3.06,1975
"Yandoit Hills",1.43,1975
"Yannathan",2.03,1975
"Yarra Glen",65.04,1975
"Yarra Junction",134.84,1975
"Yarrambat",78.81,1975
"Yarraville",1585.09,1975
"Yea",6.66,1975
"Yellingbo",12.87,1975
"Yendon",9.98,1975
"Yering",5.28,1975
"Yuroke",6.54,1975
"Abbotsford",1765.57,1980
"Aberfeldie",2009.91,1980
"Acheron",1.71,1980
"Ada",0,1980
"Adams Estate",29.22,1980
"Aintree",0.9,1980
"Aireys Inlet",23.84,1980
"Airport West",1853.38,1980
"Albanvale",2955.67,1980
"Albert Park",1405.48,1980
"Albion",1302.22,1980
"Alexandra",25.85,1980
"Allambee",1.85,1980
"Almurta",2.38,1980
"Alphington",1410.9,1980
"Altona",630.73,1980
"Altona Meadows",1775.53,1980
"Altona North",816.4,1980
"Anakie",2.61,1980
"Anderson",4.38,1980
"Anglesea",17.02,1980
"Arawata",4.91,1980
"Archies Creek",23,1980
"Ardeer",1059.29,1980
"Armadale",3453.26,1980
"Armstrong Creek",4.53,1980
"Arthurs Creek",12.35,1980
"Arthurs Seat",27.01,1980
"Ascot Vale",2821.53,1980
"Ashbourne",3.04,1980
"Ashburton",2178.22,1980
"Ashwood",1764.52,1980
"Aspendale",1799.54,1980
"Aspendale Gardens",900.14,1980
"Athlone",2.63,1980
"Attwood",569.37,1980
"Avalon",3.09,1980
"Avondale Heights",2335.58,1980
"Avonsleigh",62.95,1980
"Bacchus Marsh",173.56,1980
"Badger Creek",130.42,1980
"Balaclava",4820.51,1980
"Ballan",12.46,1980
"Balliang",1.29,1980
"Balliang East",1.07,1980
"Balnarring",44.85,1980
"Balnarring Beach",155.06,1980
"Balwyn",2726.93,1980
"Balwyn North",2113.75,1980
"Bambra",2.18,1980
"Bamganie",1.17,1980
"Bangholme",24.04,1980
"Bannockburn",13.75,1980
"Barkstead",0.8,1980
"Barrabool",4.73,1980
"Barrys Reef",0.99,1980
"Barwon Heads",267.93,1980
"Basalt",1.28,1980
"Bass",3.24,1980
"Batesford",20.84,1980
"Baxter",139.25,1980
"Bayles",8.18,1980
"Baynton",0.59,1980
"Bayswater",1331.51,1980
"Bayswater North",1170.4,1980
"Beaconsfield",99.16,1980
"Beaconsfield Upper",55.96,1980
"Beaumaris",2257.67,1980
"Beenak",3.68,1980
"Belgrave",1067.37,1980
"Belgrave Heights",638.56,1980
"Belgrave South",140.87,1980
"Bell Park",1538.67,1980
"Bell Post Hill",844.41,1980
"Bellarine",4.79,1980
"Bellbrae",5.88,1980
"Bellfield",1817.88,1980
"Bells Beach",4.91,1980
"Belmont",1530.22,1980
"Bena",4.5,1980
"Bend of Islands",39.83,1980
"Benloch",4,1980
"Bentleigh",2509.49,1980
"Bentleigh East",2287.16,1980
"Beremboke",1.94,1980
"Berwick",511.79,1980
"Beveridge",4.16,1980
"Big Hill",0.72,1980
"Big Pats Creek",10.96,1980
"Bittern",118.1,1980
"Black Rock",1553.77,1980
"Blackburn",1877.12,1980
"Blackburn North",2287.95,1980
"Blackburn South",2665.25,1980
"Blackwood",5.41,1980
"Blairgowrie",230.55,1980
"Blakeville",0.19,1980
"Blampied",3.19,1980
"Blind Bight",101.89,1980
"Bolinda",3.39,1980
"Bolwarrah",1.95,1980
"Bona Vista",6.28,1980
"Bonbeach",1509.59,1980
"Boneo",7.64,1980
"Bonnie Brook",1.57,1980
"Boonah",0.4,1980
"Boronia",1872.18,1980
"Botanic Ridge",41.21,1980
"Box Hill",2091.29,1980
"Box Hill North",2404.66,1980
"Box Hill South",1706.76,1980
"Braeside",15.68,1980
"Brandy Creek",6.34,1980
"Bravington",18.42,1980
"Braybrook",1102.48,1980
"Breakwater",247.38,1980
"Breamlea",30.2,1980
"Briar Hill",2455.63,1980
"Brighton",2310.55,1980
"Brighton East",2291.48,1980
"Broadford",18.67,1980
"Broadmeadows",976.5,1980
"Brookfield",175.33,1980
"Brooklyn",313.94,1980
"Brunswick",3203.26,1980
"Brunswick East",2617.82,1980
"Brunswick West",3216.29,1980
"Buckley",2.65,1980
"Buffalo",2.04,1980
"Bulla",10.22,1980
"Bullarook",2.84,1980
"Bullarto",3.89,1980
"Bullarto South",4.09,1980
"Bulleen",1679.74,1980
"Bullengarook",5.46,1980
"Buln Buln",22.1,1980
"Buln Buln East",5.81,1980
"Bunding",5.05,1980
"Bundoora",966.36,1980
"Bungal",1.38,1980
"Bungaree",8.42,1980
"Bunyip",47.29,1980
"Bunyip North",3.99,1980
"Burnley",536.56,1980
"Burnside",73.24,1980
"Burnside Heights",156.72,1980
"Burwood",1724.21,1980
"Burwood East",2236.3,1980
"Buxton",6.78,1980
"Bylands",2.66,1980
"Cadello",2.67,1980
"Cairnlea",24.15,1980
"Calder Park",10.89,1980
"Caldermeade",1.83,1980
"Cambarville",0.02,1980
"Camberwell",2635.76,1980
"Campbellfield",324.49,1980
"Campbelltown",0.69,1980
"Cannons Creek",33.9,1980
"Canterbury",2393.72,1980
"Cape Paterson",29.6,1980
"Cape Schanck",10.88,1980
"Cape Woolamai",119.12,1980
"Capel Sound",605.39,1980
"Cardinia",5.66,1980
"Carlsruhe",4.81,1980
"Carlton",1955.96,1980
"Carlton North",3040.6,1980
"Carnegie",3257.85,1980
"Caroline Springs",69.75,1980
"Carrum",1877.46,1980
"Carrum Downs",594.71,1980
"Castella",10.74,1980
"Catani",3.35,1980
"Cathkin",0.96,1980
"Caulfield",2816.11,1980
"Caulfield East",853.87,1980
"Caulfield North",2921.89,1980
"Caulfield South",2835.08,1980
"Ceres",12.85,1980
"Chadstone",1957.29,1980
"Charlemont",22.71,1980
"Chelsea",2082.14,1980
"Chelsea Heights",1695.68,1980
"Cheltenham",1621.09,1980
"Cherokee",8.47,1980
"Chintin",2.96,1980
"Chirnside Park",395.54,1980
"Christmas Hills",7.15,1980
"Chum Creek",36.72,1980
"Churchill Island",0.89,1980
"Clarendon",5.95,1980
"Claretown",3.78,1980
"Clarinda",2183.97,1980
"Clarkefield",2.89,1980
"Clarkes Hill",3.76,1980
"Clayton",1217.76,1980
"Clayton South",1243.75,1980
"Clematis",130.85,1980
"Clifton Hill",2850.66,1980
"Clifton Springs",660.45,1980
"Clonbinane",0.44,1980
"Cloverlea",4.83,1980
"Clyde",6.11,1980
"Clyde North",3.5,1980
"Clydesdale",2.35,1980
"Cobaw",5.71,1980
"Cobblebank",10.34,1980
"Coburg",2668.15,1980
"Coburg North",1159.53,1980
"Cockatoo",83.78,1980
"Cocoroc",0,1980
"Coimadai",2.04,1980
"Colbrook",1.7,1980
"Coldstream",33.35,1980
"Collingwood",3018.78,1980
"Connewarre",3.97,1980
"Coolaroo",864.64,1980
"Coomoora",21.24,1980
"Cora Lynn",5.33,1980
"Corinella",30.2,1980
"Corio",788.03,1980
"Coronet Bay",88.91,1980
"Cottles Bridge",33.87,1980
"Cowes",100.82,1980
"Craigieburn",215.24,1980
"Cranbourne",372.02,1980
"Cranbourne East",13.6,1980
"Cranbourne North",408.87,1980
"Cranbourne South",27.41,1980
"Cranbourne West",113.41,1980
"Cremorne",2032.83,1980
"Crib Point",243.87,1980
"Crossover",9.7,1980
"Croydon",1430.84,1980
"Croydon Hills",2108.89,1980
"Croydon North",1833.65,1980
"Croydon South",1570.94,1980
"Curlewis",7.51,1980
"Dales Creek",78.44,1980
"Dallas",1990.23,1980
"Dalmore",5.1,1980
"Dalyston",11.77,1980
"Dandenong",1631.02,1980
"Dandenong North",2296.33,1980
"Dandenong South",12.6,1980
"Darley",94.58,1980
"Darnum",11.72,1980
"Darraweit Guim",4.1,1980
"Daylesford",58.35,1980
"Dean",4.21,1980
"Deanside",4.26,1980
"Deepdene",2146.97,1980
"Deer Park",718.1,1980
"Delahey",2234.26,1980
"Denver",8.23,1980
"Derrimut",163.05,1980
"Devils River",0.59,1980
"Devon Meadows",21.24,1980
"Dewhurst",10.8,1980
"Diamond Creek",586.9,1980
"Diggers Rest",19.86,1980
"Dingley Village",1254.88,1980
"Dixons Creek",6.37,1980
"Docklands",28.92,1980
"Don Valley",40.09,1980
"Doncaster",2071.25,1980
"Doncaster East",2437.62,1980
"Donnybrook",2.73,1980
"Donvale",1069.98,1980
"Doreen",26.08,1980
"Doveton",1549.56,1980
"Dromana",104.93,1980
"Drouin",107.33,1980
"Drouin East",15.68,1980
"Drouin South",4.96,1980
"Drouin West",8.7,1980
"Drumcondra",2139.36,1980
"Drummond",3.43,1980
"Drummond North",5.39,1980
"Dry Diggings",3.34,1980
"Drysdale",48.63,1980
"Dunnstown",9.62,1980
"Durdidwarrah",0.57,1980
"Eaglemont",1782.82,1980
"East Geelong",1058.74,1980
"East Melbourne",869.49,1980
"East Warburton",4.67,1980
"Eastern View",1.03,1980
"Eden Park",22.84,1980
"Edgecombe",10.53,1980
"Edithvale",2221.42,1980
"Eganstown",4.57,1980
"Eildon",1.51,1980
"Elaine",1.7,1980
"Elevated Plains",2.11,1980
"Elizabeth Island",0,1980
"Ellinbank",5.55,1980
"Elsternwick",3140.75,1980
"Eltham",1215.44,1980
"Eltham North",1906.09,1980
"Elwood",3821.41,1980
"Emerald",62.56,1980
"Endeavour Hills",1423.1,1980
"Epping",331.08,1980
"Essendon",2624.36,1980
"Essendon Fields",19.4,1980
"Essendon North",2383.26,1980
"Essendon West",1225.16,1980
"Eumemmerring",1402,1980
"Exford",9.36,1980
"Eynesbury",1.3,1980
"Fairbank",3.73,1980
"Fairfield",1370.71,1980
"Fairhaven",40.52,1980
"Fawcett",0.95,1980
"Fawkner",2073.07,1980
"Fern Hill",4.69,1980
"Ferndale",2.94,1980
"Fernshaw",0,1980
"Ferntree Gully",1895.84,1980
"Ferny Creek",311.56,1980
"Fieldstone",1.02,1980
"Fingal",12.49,1980
"Fiskville",1.64,1980
"Fitzroy",4615.3,1980
"Fitzroy North",3660.54,1980
"Flemington",1929.52,1980
"Flinders",12.45,1980
"Flowerdale",3.71,1980
"Footscray",1650.76,1980
"Forbes",2.97,1980
"Forest Hill",2413.4,1980
"Franklinford",1.93,1980
"Frankston",1674.68,1980
"Frankston North",1062.98,1980
"Frankston South",1010.82,1980
"Fraser Rise",2.1,1980
"French Island",0.35,1980
"Freshwater Creek",5.82,1980
"Fryerstown",2.56,1980
"Fyansford",10.91,1980
"Gainsborough",8.45,1980
"Gardenvale",2928.48,1980
"Garfield",30.9,1980
"Garfield North",5.56,1980
"Geelong",1280.76,1980
"Geelong West",2663.33,1980
"Gembrook",5.52,1980
"Gentle Annie",0,1980
"Gherang",7.8,1980
"Gheringhap",1.13,1980
"Ghin Ghin",0.48,1980
"Gilderoy",4.28,1980
"Gisborne",47.87,1980
"Gisborne South",28.42,1980
"Gladstone Park",1908.82,1980
"Gladysdale",17.53,1980
"Glen Alvie",3.62,1980
"Glen Forbes",4.71,1980
"Glen Huntly",3761.77,1980
"Glen Iris",2541.15,1980
"Glen Waverley",2077.33,1980
"Glenaroua",0.93,1980
"Glenburn",1.83,1980
"Glenluce",1.88,1980
"Glenlyon",3.4,1980
"Glenmore",0.9,1980
"Glenroy",1615.35,1980
"Gnarwarre",2.03,1980
"Goldie",3.38,1980
"Gordon",17.48,1980
"Gowanbrae",1206.87,1980
"Grangefields",2.99,1980
"Grantville",26.61,1980
"Greendale",6.96,1980
"Greenhill",5.85,1980
"Greensborough",2070.45,1980
"Greenvale",208.95,1980
"Grovedale",1172.36,1980
"Gruyere",14.42,1980
"Guildford",5.29,1980
"Guys Hill",14.69,1980
"Hadfield",1397.75,1980
"Hallam",820.23,1980
"Hallora",3.29,1980
"Hallston",2.38,1980
"Hamlyn Heights",1457.04,1980
"Hampton",2460.82,1980
"Hampton East",2749.29,1980
"Hampton Park",747.03,1980
"Harkaway",33.62,1980
"Harkness",42.71,1980
"Harmers Haven",5.59,1980
"Hastings",183.98,1980
"Hawthorn",3169.66,1980
"Hawthorn East",3192.73,1980
"Healesville",42.85,1980
"Heath Hill",3.45,1980
"Heathcote Junction",28.08,1980
"Heatherton",255.24,1980
"Heathmont",1864.07,1980
"Heidelberg",1713.49,1980
"Heidelberg Heights",2613.79,1980
"Heidelberg West",1679.96,1980
"Hepburn",97.7,1980
"Hepburn Springs",79.64,1980
"Herne Hill",2099.22,1980
"Hesket",4.67,1980
"High Camp",1.34,1980
"Highett",2244.95,1980
"Highlands",0.72,1980
"Highton",935.52,1980
"Hillside",387.13,1980
"Hmas Cerberus",40.78,1980
"Hoddles Creek",12.67,1980
"Homewood",1.14,1980
"Hopetoun Park",26.84,1980
"Hoppers Crossing",1034.62,1980
"Howes Creek",1.72,1980
"Hughesdale",2682.79,1980
"Humevale",4.03,1980
"Huntingdale",1860.48,1980
"Hurstbridge",270.4,1980
"Indented Head",108.59,1980
"Ingliston",1.05,1980
"Inverleigh",3.37,1980
"Inverloch",29.16,1980
"Iona",4.56,1980
"Irishtown",2.61,1980
"Ivanhoe",1928.06,1980
"Ivanhoe East",1735.4,1980
"Jacana",1217.02,1980
"Jam Jerrup",3.52,1980
"Jan Juc",208.17,1980
"Jeetho",4.83,1980
"Jindivick",5.52,1980
"Jumbunna",2.61,1980
"Junction Village",245.37,1980
"Kalkallo",0.33,1980
"Kallista",130.68,1980
"Kalorama",158.57,1980
"Kangaroo Ground",35.16,1980
"Kardella",7.02,1980
"Kardella South",7.2,1980
"Kealba",1412.94,1980
"Keilor",707.09,1980
"Keilor Downs",2283.09,1980
"Keilor East",1588.74,1980
"Keilor Lodge",1766.91,1980
"Keilor North",16.48,1980
"Keilor Park",1016.9,1980
"Kensington",1436.49,1980
"Kernot",2,1980
"Kerrie",2.7,1980
"Kerrisdale",1.32,1980
"Kew",2176.25,1980
"Kew East",1445.71,1980
"Keysborough",659.95,1980
"Kilcunda",11.87,1980
"Killingworth",2.42,1980
"Kilmore",54.5,1980
"Kilmore East",3.11,1980
"Kilsyth",1062.72,1980
"Kilsyth South",811.74,1980
"Kinglake",14.48,1980
"Kinglake Central",8.06,1980
"Kinglake West",17.98,1980
"Kings Park",3566.86,1980
"Kingsbury",1029.42,1980
"Kingsville",3783.13,1980
"Knoxfield",1211.15,1980
"Kongwak",2.94,1980
"Koo Wee Rup",20.26,1980
"Koo Wee Rup North",6.16,1980
"Koonwarra",6.76,1980
"Kooroocheang",1.43,1980
"Koorooman",3.72,1980
"Kooyong",1465.26,1980
"Koriella",1.05,1980
"Korobeit",2.86,1980
"Korumburra",45.15,1980
"Korumburra South",3.72,1980
"Korweinguboora",3.28,1980
"Krowera",2.2,1980
"Kurunjang",291.96,1980
"Kyneton",40.38,1980
"Kyneton South",2.96,1980
"Labertouche",3.81,1980
"Lake Eildon",0.07,1980
"Lal Lal",6.85,1980
"Lalor",1645.74,1980
"Lance Creek",3.13,1980
"Lancefield",11.4,1980
"Lang Lang",6.64,1980
"Lang Lang East",2.64,1980
"Langdons Hill",3.63,1980
"Langley",1.46,1980
"Langwarrin",498.06,1980
"Langwarrin South",86.91,1980
"Lara",113.48,1980
"Lardner",5.54,1980
"Launching Place",67.65,1980
"Lauriston",4.11,1980
"Laverton",513.97,1980
"Laverton North",3.19,1980
"Leonards Hill",3.21,1980
"Leongatha",83.36,1980
"Leongatha North",4.14,1980
"Leongatha South",2.6,1980
"Leopold",251.12,1980
"Lerderderg",0.03,1980
"Lethbridge",6.26,1980
"Lillico",10.52,1980
"Lilydale",451.27,1980
"Limestone",0.47,1980
"Little Hampton",6.16,1980
"Little River",3.62,1980
"Loch",5.41,1980
"Loch Valley",0.01,1980
"Long Forest",11.49,1980
"Longwarry",17.14,1980
"Longwarry North",8.15,1980
"Lorne",6.94,1980
"Lovely Banks",59.65,1980
"Lower Plenty",576.55,1980
"Lynbrook",39.53,1980
"Lyndhurst",10.77,1980
"Lyonville",1.75,1980
"Lysterfield",168.2,1980
"Lysterfield South",138.03,1980
"Macclesfield",31.72,1980
"Macedon",49.25,1980
"Macleod",1783.25,1980
"Maddingley",31.55,1980
"Maidstone",1365.67,1980
"Main Ridge",13.07,1980
"Maintongoon",1.4,1980
"Malmsbury",13.66,1980
"Malvern",2870.21,1980
"Malvern East",2338.57,1980
"Mambourin",0.19,1980
"Manifold Heights",2613.77,1980
"Mannerim",1.51,1980
"Manor Lakes",40.74,1980
"Marcus Hill",3.08,1980
"Maribyrnong",628.13,1980
"Marshall",341.96,1980
"Maryknoll",80.42,1980
"Marysville",1.17,1980
"Maude",2.18,1980
"McCrae",392.03,1980
"McKinnon",2789.61,1980
"McMahons Creek",0.32,1980
"Meadow Heights",2618.65,1980
"Meeniyan",9.36,1980
"Melbourne",999.73,1980
"Melbourne Airport",7.21,1980
"Melton",121.3,1980
"Melton South",486.58,1980
"Melton West",194.54,1980
"Mentone",2210.51,1980
"Menzies Creek",133.07,1980
"Meredith",2.09,1980
"Mernda",12.5,1980
"Merricks",13.52,1980
"Merricks Beach",15.33,1980
"Merricks North",13.03,1980
"Merrimu",5.2,1980
"Metcalfe East",2.8,1980
"Mickleham",6.32,1980
"Middle Park",2871.44,1980
"Middle Tarwin",1.61,1980
"Mill Park",1800.46,1980
"Millbrook",5.71,1980
"Millgrove",178.4,1980
"Mitcham",2144.58,1980
"Modella",3.24,1980
"Modewarre",3.59,1980
"Moggs Creek",8.91,1980
"Molesworth",0.76,1980
"Mollongghip",3.93,1980
"Monbulk",199.15,1980
"Monegeetta",5.3,1980
"Monomeith",1.39,1980
"Mont Albert",2460.67,1980
"Mont Albert North",2147.06,1980
"Montmorency",2289.84,1980
"Montrose",635.17,1980
"Moolap",30.47,1980
"Moonee Ponds",2525.26,1980
"Moorabbin",726.86,1980
"Moorabbin Airport",1.58,1980
"Moorabool",4.4,1980
"Moorooduc",15.37,1980
"Mooroolbark",1520.27,1980
"Moranding",1.95,1980
"Mordialloc",1176.99,1980
"Moriac",28.59,1980
"Mornington",567.17,1980
"Morrisons",1.13,1980
"Mount Burnett",13.97,1980
"Mount Cottrell",0.55,1980
"Mount Dandenong",141.7,1980
"Mount Doran",7.61,1980
"Mount Duneed",7.48,1980
"Mount Eccles",3.02,1980
"Mount Eccles South",2.45,1980
"Mount Egerton",8.33,1980
"Mount Eliza",505.62,1980
"Mount Evelyn",550.64,1980
"Mount Franklin",3.6,1980
"Mount Macedon",38.53,1980
"Mount Martha",233.29,1980
"Mount Moriac",4.27,1980
"Mount Prospect",3.42,1980
"Mount Toolebewong",2.83,1980
"Mount Wallace",1.27,1980
"Mount Waverley",1858.03,1980
"Mountain View",3.6,1980
"Moyarra",3.9,1980
"Mulgrave",1398.6,1980
"Murgheboluc",1.13,1980
"Murrindindi",0.39,1980
"Murrumbeena",2748.45,1980
"Musk",8.11,1980
"Musk Vale",1.09,1980
"Myrniong",4.29,1980
"Nangana",8.14,1980
"Nar Nar Goon",9.7,1980
"Nar Nar Goon North",8.76,1980
"Narbethong",0.9,1980
"Narre Warren",1390.07,1980
"Narre Warren East",35.73,1980
"Narre Warren North",186.13,1980
"Narre Warren South",393.46,1980
"Nayook",6.43,1980
"Neerim",8.85,1980
"Neerim East",1.34,1980
"Neerim Junction",7.39,1980
"Neerim North",2.56,1980
"Neerim South",14.43,1980
"Nerrena",3.77,1980
"New Gisborne",58.59,1980
"Newbury",7.39,1980
"Newcomb",1074.34,1980
"Newham",7.19,1980
"Newhaven",31.9,1980
"Newlyn",5.72,1980
"Newlyn North",5.24,1980
"Newport",1907.59,1980
"Newtown",1616.83,1980
"Niddrie",2469.99,1980
"Nilma",47.88,1980
"Nilma North",6.04,1980
"Noble Park",2730.54,1980
"Noble Park North",2121.47,1980
"Noojee",0.79,1980
"Norlane",1602.34,1980
"North Blackwood",3.08,1980
"North Geelong",441.7,1980
"North Melbourne",1443.04,1980
"North Shore",162.24,1980
"North Warrandyte",352.62,1980
"North Wonthaggi",143.17,1980
"Northcote",3026.8,1980
"Notting Hill",956.47,1980
"Nulla Vale",1.14,1980
"Nunawading",2038.1,1980
"Nutfield",21.74,1980
"Nyora",11.61,1980
"Oak Park",2246.98,1980
"Oaklands Junction",4.73,1980
"Oakleigh",1807.62,1980
"Oakleigh East",2434.12,1980
"Oakleigh South",1293.52,1980
"Ocean Grove",342.93,1980
"Officer",10.48,1980
"Officer South",1.51,1980
"Olinda",93.11,1980
"Ormond",2715.05,1980
"Outtrim",3.03,1980
"Pakenham",53.22,1980
"Pakenham South",4.72,1980
"Pakenham Upper",18.61,1980
"Panton Hill",56.33,1980
"Paraparap",3.68,1980
"Park Orchards",396.84,1980
"Parkdale",2258.36,1980
"Parkville",612.48,1980
"Parwan",2.69,1980
"Pascoe Vale",2348.67,1980
"Pascoe Vale South",2466.54,1980
"Pastoria",0.67,1980
"Pastoria East",0.84,1980
"Patterson Lakes",1382.47,1980
"Pearcedale",53.51,1980
"Pentland Hills",2.78,1980
"Pheasant Creek",15.12,1980
"Piedmont",5.51,1980
"Pioneer Bay",978.84,1980
"Pipers Creek",3.78,1980
"Plenty",157.02,1980
"Plumpton",1.35,1980
"Point Cook",6.87,1980
"Point Leo",36.31,1980
"Point Lonsdale",124.52,1980
"Point Wilson",0.06,1980
"Poowong",7.99,1980
"Poowong East",2.71,1980
"Poowong North",3.37,1980
"Porcupine Ridge",3.13,1980
"Port Melbourne",696.99,1980
"Portarlington",65.85,1980
"Portsea",26.5,1980
"Pound Creek",2.53,1980
"Powelltown",4.4,1980
"Prahran",4676.81,1980
"Preston",2117.5,1980
"Princes Hill",4105.67,1980
"Pyalong",3.85,1980
"Quandong",0.1,1980
"Queenscliff",232.23,1980
"Queensferry",8.02,1980
"Ranceby",2.45,1980
"Ravenhall",43.25,1980
"Red Hill",33.99,1980
"Red Hill South",25.98,1980
"Reedy Creek",2.17,1980
"Reefton",0.24,1980
"Research",333.28,1980
"Reservoir",2163.96,1980
"Rhyll",18.54,1980
"Richmond",3902.64,1980
"Riddells Creek",41.1,1980
"Ringwood",1469.67,1980
"Ringwood East",1838.74,1980
"Ringwood North",1819.9,1980
"Ripplebrook",4.53,1980
"Rippleside",1681.42,1980
"Ripponlea",3772.67,1980
"Rochford",4.21,1980
"Rockbank",29.01,1980
"Rocklyn",4.47,1980
"Rokeby",20.88,1980
"Romsey",37.47,1980
"Rosanna",2147.71,1980
"Rosebud",462.42,1980
"Rowsley",2.13,1980
"Rowville",1337.11,1980
"Roxburgh Park",681.68,1980
"Rubicon",0.21,1980
"Ruby",5.47,1980
"Russells Bridge",1.87,1980
"Ryanston",3,1980
"Rye",307.23,1980
"Rythdale",2.77,1980
"Safety Beach",356.69,1980
"Sailors Falls",10.93,1980
"Sailors Hill",3.36,1980
"San Remo",45.74,1980
"Sandhurst",144.05,1980
"Sandon",1.13,1980
"Sandringham",2161.82,1980
"Sassafras",243.49,1980
"Scoresby",685.32,1980
"Seabrook",3072.35,1980
"Seaford",1154.37,1980
"Seaholme",2008.7,1980
"Seaview",3.2,1980
"Seddon",3766.29,1980
"Selby",282.76,1980
"Seville",103.37,1980
"Seville East",80.74,1980
"She Oaks",3.32,1980
"Shelford",0.68,1980
"Shepherds Flat",1.83,1980
"Sherbrooke",54.14,1980
"Shoreham",28.75,1980
"Sidonia",0.66,1980
"Silvan",43.65,1980
"Silverleaves",66.31,1980
"Skye",66.31,1980
"Smeaton",1.85,1980
"Smiths Beach",98.75,1980
"Smiths Gully",28.63,1980
"Somers",62.65,1980
"Somerton",12.37,1980
"Somerville",184.13,1980
"Sorrento",137.22,1980
"South Dudley",158.61,1980
"South Geelong",472.29,1980
"South Kingsville",2228.38,1980
"South Melbourne",2595.76,1980
"South Morang",43.48,1980
"South Wharf",22.95,1980
"South Yarra",3326.17,1980
"Southbank",894.78,1980
"Spargo Creek",2.66,1980
"Spotswood",617.75,1980
"Spring Hill",3.49,1980
"Springbank",3.96,1980
"Springfield",2.28,1980
"Springvale",1495.76,1980
"Springvale South",2293.09,1980
"St Albans",2451.32,1980
"St Albans Park",1039.66,1980
"St Andrews",29.14,1980
"St Andrews Beach",193.82,1980
"St Clair",3.78,1980
"St Helena",2025.51,1980
"St Kilda",3561.54,1980
"St Kilda East",4220.75,1980
"St Kilda West",3116.73,1980
"St Leonards",36.73,1980
"Staughton Vale",1.29,1980
"Steels Creek",5.67,1980
"Steiglitz",0.71,1980
"Stonehaven",1.38,1980
"Strangways",3.46,1980
"Strath Creek",1.13,1980
"Strathewen",7.31,1980
"Strathlea",0.97,1980
"Strathmore",2329.86,1980
"Strathmore Heights",1406.26,1980
"Strathtulloh",1.14,1980
"Strzelecki",1.81,1980
"Sugarloaf Creek",2.61,1980
"Summerlands",0.72,1980
"Sunbury",154.61,1980
"Sunday Creek",4.31,1980
"Sunderland Bay",101.56,1980
"Sunset Strip",377.33,1980
"Sunshine",1387.49,1980
"Sunshine North",1144.53,1980
"Sunshine West",1526.91,1980
"Surf Beach",77.16,1980
"Surrey Hills",2744.3,1980
"Sutherlands Creek",2.49,1980
"Swan Bay",0.57,1980
"Swan Island",1.36,1980
"Sydenham",1654.8,1980
"Taggerty",2.25,1980
"Tallarook",2.96,1980
"Tantaraboo",2.7,1980
"Taradale",6.32,1980
"Tarilta",5.56,1980
"Tarneit",7.54,1980
"Tarrawarra",5.15,1980
"Tarwin",1.37,1980
"Tarwin Lower",1.35,1980
"Taylor Bay",3.24,1980
"Taylors Hill",71.29,1980
"Taylors Lakes",1741.67,1980
"Tecoma",1287.16,1980
"Teesdale",14.61,1980
"Templestowe",1082.38,1980
"Templestowe Lower",2348.87,1980
"Tenby Point",11.27,1980
"Tetoora Road",4.78,1980
"The Basin",821.29,1980
"The Gurdies",4.26,1980
"The Patch",229.98,1980
"Thomastown",1130,1980
"Thomson",1573.68,1980
"Thornbury",3004.16,1980
"Thornhill Park",2.2,1980
"Thornton",3.61,1980
"Three Bridges",6.69,1980
"Tonimbuk",2.68,1980
"Toolangi",2.86,1980
"Toolern Vale",2.51,1980
"Tooradin",23.61,1980
"Toorak",2762.75,1980
"Tootgarook",501.76,1980
"Torquay",102.45,1980
"Torwood",4.04,1980
"Tottenham",16.02,1980
"Travancore",2720.28,1980
"Trawool",1.54,1980
"Tremont",66.48,1980
"Trentham",14.73,1980
"Trentham East",3.09,1980
"Trida",1.42,1980
"Truganina",2.23,1980
