"suburb","built_up","year"
"Springfield",6.95,1990
"Springvale",1783.87,1990
"Springvale South",1689.12,1990
"St Albans",2208.95,1990
"St Albans Park",661.34,1990
"St Andrews",14.04,1990
"St Andrews Beach",609.22,1990
"St Clair",8.98,1990
"St Helena",1002.72,1990
"St Kilda",2004.07,1990
"St Kilda East",2336.3,1990
"St Kilda West",1892.1,1990
"St Leonards",186.06,1990
"Staughton Vale",5.04,1990
"Steels Creek",7.41,1990
"Steiglitz",2.83,1990
"Stonehaven",9.11,1990
"Strangways",13.15,1990
"Strath Creek",5,1990
"Strathewen",6.65,1990
"Strathlea",6.1,1990
"Strathmore",1739.74,1990
"Strathmore Heights",961.8,1990
"Strathtulloh",6.11,1990
"Strzelecki",8.51,1990
"Sugarloaf Creek",8.79,1990
"Summerlands",16.3,1990
"Sunbury",142.38,1990
"Sunday Creek",25.64,1990
"Sunderland Bay",549.8,1990
"Sunset Strip",956.14,1990
"Sunshine",2036.45,1990
"Sunshine North",1670.05,1990
"Sunshine West",1408.67,1990
"Surf Beach",480.11,1990
"Surrey Hills",1995.2,1990
"Sutherlands Creek",12.7,1990
"Swan Bay",4.83,1990
"Swan Island",42.24,1990
"Sydenham",586.15,1990
"Taggerty",4.01,1990
"Tallarook",7.91,1990
"Tantaraboo",5.97,1990
"Taradale",7.45,1990
"Tarilta",10.94,1990
"Tarneit",35.96,1990
"Tarrawarra",10.99,1990
"Tarwin",9.57,1990
"Tarwin Lower",7.32,1990
"Taylor Bay",7.81,1990
"Taylors Hill",54.2,1990
"Taylors Lakes",940.24,1990
"Tecoma",225.54,1990
"Teesdale",15.55,1990
"Templestowe",669.43,1990
"Templestowe Lower",1606.55,1990
"Tenby Point",107.63,1990
"Tetoora Road",15.1,1990
"The Basin",301.18,1990
"The Gurdies",11.56,1990
"The Patch",48.86,1990
"Thomastown",1486.96,1990
"Thomson",2040.62,1990
"Thornbury",2340.31,1990
"Thornhill Park",24.05,1990
"Thornton",8.96,1990
"Three Bridges",3.02,1990
"Tonimbuk",8.59,1990
"Toolangi",2.29,1990
"Toolern Vale",15.47,1990
"Tooradin",64.05,1990
"Toorak",2209.07,1990
"Tootgarook",1846.61,1990
"Torquay",206.84,1990
"Torwood",15.22,1990
"Tottenham",2545.94,1990
"Travancore",1589.88,1990
"Trawool",3.74,1990
"Tremont",7.74,1990
"Trentham",20.63,1990
"Trentham East",7.26,1990
"Trida",5.38,1990
"Truganina",24.51,1990
"Tuerong",16.83,1990
"Tullamarine",1723.52,1990
"Tyaak",8.09,1990
"Tyabb",131.91,1990
"Tylden",11.29,1990
"Tylden South",16.17,1990
"Tynong",33.41,1990
"Tynong North",11.18,1990
"Upper Ferntree Gully",381.4,1990
"Upper Plenty",13.45,1990
"Upwey",233.1,1990
"Vaughan",6.37,1990
"Ventnor",57.26,1990
"Venus Bay",177.75,1990
"Vermont",1460.46,1990
"Vermont South",1263.71,1990
"Vervale",24.36,1990
"Viewbank",901.34,1990
"Wallace",20.13,1990
"Wallan",44.57,1990
"Wallington",30.84,1990
"Wandana Heights",383.85,1990
"Wandin East",60.28,1990
"Wandin North",110.53,1990
"Wandong",27.96,1990
"Wantirna",1109.5,1990
"Wantirna South",954.49,1990
"Warburton",5.7,1990
"Warneet",201.1,1990
"Warragul",221.41,1990
"Warragul South",23.31,1990
"Warragul West",17.81,1990
"Warrandyte",160.33,1990
"Warrandyte South",89.68,1990
"Warranwood",580.99,1990
"Waterford Park",969.76,1990
"Waterways",31.02,1990
"Watsonia",1775.45,1990
"Watsonia North",1260.06,1990
"Watsons Creek",13.62,1990
"Wattle Bank",10.86,1990
"Wattle Glen",55.61,1990
"Waurn Ponds",69.59,1990
"Weir Views",5.23,1990
"Wensleydale",2.79,1990
"Werona",5.52,1990
"Werribee",602.99,1990
"Werribee South",105.5,1990
"Wesburn",14.69,1990
"West Creek",11.55,1990
"West Footscray",2373.02,1990
"West Melbourne",1821.45,1990
"Westmeadows",922.34,1990
"Whanregarwen",4.15,1990
"Wheatsheaf",3.04,1990
"Wheelers Hill",1368.88,1990
"Whitelaw",14.8,1990
"Whittington",2135.55,1990
"Whittlesea",26.96,1990
"Wild Dog Valley",11.96,1990
"Wildwood",8.7,1990
"Williams Landing",153.62,1990
"Williamstown",1758.74,1990
"Williamstown North",1730.23,1990
"Willowmavin",6.89,1990
"Wimbledon Heights",1284.61,1990
"Winchelsea",14.16,1990
"Winchelsea South",10.28,1990
"Windsor",2728.67,1990
"Wollert",15.34,1990
"Wonga Park",86.12,1990
"Wonthaggi",144.72,1990
"Woodend",40.74,1990
"Woodend North",24.52,1990
"Woodleigh",11.4,1990
"Woodstock",15.79,1990
"Woolamai",11.56,1990
"Wooreen",14.05,1990
"Woori Yallock",62.33,1990
"Wurdiboluc",11.87,1990
"Wyndham Vale",191.41,1990
"Yallambie",799.2,1990
"Yan Yean",15.17,1990
"Yandoit",10.41,1990
"Yandoit Hills",8.09,1990
"Yannathan",24.73,1990
"Yarra Glen",58.01,1990
"Yarra Junction",85.39,1990
"Yarrambat",71.39,1990
"Yarraville",2139.91,1990
"Yea",15.38,1990
"Yellingbo",11.29,1990
"Yendon",12.7,1990
"Yering",14.61,1990
"Yuroke",30.06,1990
"Abbotsford",2215.93,1995
"Aberfeldie",1935.64,1995
"Acheron",5.85,1995
"Ada",0,1995
"Adams Estate",175.24,1995
"Aintree",3.65,1995
"Aireys Inlet",88.71,1995
"Airport West",2202.17,1995
"Albanvale",2124.57,1995
"Albert Park",1349.29,1995
"Albion",1629.35,1995
"Alexandra",53.62,1995
"Allambee",4.89,1995
"Almurta",9.14,1995
"Alphington",1471.44,1995
"Altona",980.01,1995
"Altona Meadows",1181.23,1995
"Altona North",1484.72,1995
"Anakie",12.05,1995
"Anderson",13.56,1995
"Anglesea",67.27,1995
"Arawata",9.41,1995
"Archies Creek",137.16,1995
"Ardeer",1640.77,1995
"Armadale",2458.75,1995
"Armstrong Creek",21.61,1995
"Arthurs Creek",13.51,1995
"Arthurs Seat",37.84,1995
"Ascot Vale",2065.07,1995
"Ashbourne",7.05,1995
"Ashburton",1761.5,1995
"Ashwood",1755.66,1995
"Aspendale",1780.83,1995
"Aspendale Gardens",935.88,1995
"Athlone",14.67,1995
"Attwood",315.44,1995
"Avalon",36.5,1995
"Avondale Heights",1665.15,1995
"Avonsleigh",22.77,1995
"Bacchus Marsh",520.14,1995
"Badger Creek",79.6,1995
"Balaclava",2653.74,1995
"Ballan",20.82,1995
"Balliang",6.24,1995
"Balliang East",7.71,1995
"Balnarring",81.9,1995
"Balnarring Beach",496.18,1995
"Balwyn",2056.65,1995
"Balwyn North",1674.7,1995
"Bambra",9.96,1995
"Bamganie",6.52,1995
"Bangholme",100.07,1995
"Bannockburn",49.9,1995
"Barkstead",1.08,1995
"Barrabool",15.77,1995
"Barrys Reef",4.61,1995
"Barwon Heads",707.53,1995
"Basalt",3.58,1995
"Bass",16.61,1995
"Batesford",38.46,1995
"Baxter",239.47,1995
"Bayles",33.76,1995
"Baynton",4.33,1995
"Bayswater",2091.86,1995
"Bayswater North",1567.89,1995
"Beaconsfield",217.12,1995
"Beaconsfield Upper",44.92,1995
"Beaumaris",1982.62,1995
"Beenak",4.26,1995
"Belgrave",204.62,1995
"Belgrave Heights",129.76,1995
"Belgrave South",60.83,1995
"Bell Park",2009.01,1995
"Bell Post Hill",904,1995
"Bellarine",42.52,1995
"Bellbrae",26.39,1995
"Bellfield",1734.69,1995
"Bells Beach",20.62,1995
"Belmont",1746.94,1995
"Bena",18.52,1995
"Bend of Islands",8.51,1995
"Benloch",7.64,1995
"Bentleigh",2389.85,1995
"Bentleigh East",2254.06,1995
"Beremboke",8.49,1995
"Berwick",467.77,1995
"Beveridge",8.63,1995
